Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;BELO HORIZONTE;AUTO POSTO 017 LTDA;10.000.017/0001-19;AVENIDA PAULISTA;870;;CENTRO;66346-904;GASOLINA ADITIVADA;03/07/2023;5,637;;R$/litro;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 018 LTDA;10.000.018/0001-26;RUA QUINZE DE NOVEMBRO;2777;;CENTRO;38010-623;GASOLINA ADITIVADA;03/07/2023;5,805;;R$/litro;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 018 LTDA; 10000018000126 ;RUA QUINZE DE NOVEMBRO;2777;;CENTRO;38010-623;GASOLINA;03/07/2023;6,291;;R$/litro;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 018 LTDA; 10.000.018/0001-26;RUA QUINZE DE NOVEMBRO;2777;;CENTRO;38010-623;GNV;03/07/2023;5,188;4,807;R$ / m³;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 019 LTDA; 10.000.019/0001-33;RODOVIA BR 116;2729;;CENTRO;53933-195;ETANOL;03/07/2023;3,459;3,056;R$/litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 019 LTDA; 10.000.019/0001-33;RODOVIA BR 116;2729;;CENTRO;53933-195;GASOLINA ADITIVADA;03/07/2023;6,642;6,164;R$/litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 019 LTDA;10.000.019/0001-33;RODOVIA BR 116;2729;;CENTRO;53933-195;GASOLINA;03/07/2023;6,302;;R$/litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 020 LTDA;10.000.020/0001-40;RUA DAS FLORES;110;;CENTRO;16057-350;GASOLINA;03/07/2023;5,968;5,355;R$/litro;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 020 LTDA;10.000.020/0001-40;RUA DAS FLORES;110;;CENTRO;16057-350;DIESEL S10;03/07/2023;6,491;;R$/litro;RAIZEN
SE;MG;BELO HORIZONTE;AUTO POSTO 020 LTDA; 10000020000140 ;RUA DAS FLORES;110;;CENTRO;16057-350;GASOLINA ADITIVADA;03/07/2023;5,587;4,759;R$/litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 021 LTDA; 10000021000147 ;RODOVIA BR 116;806;;CENTRO;60328-606;GASOLINA ADITIVADA;03/07/2023;5,743;5,103;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 021 LTDA; 10.000.021/0001-47;RODOVIA BR 116;806;;CENTRO;60328-606;GASOLINA;03/07/2023;6,214;5,681;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA; 10.000.022/0001-54;AVENIDA BRASIL;3198;;CENTRO;65724-324;GNV;03/07/2023;5,004;;R$ / m³;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA; 10000022000154 ;AVENIDA BRASIL;3198;;CENTRO;65724-324;GASOLINA;03/07/2023;6,364;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA;10.000.023/0001-61;RODOVIA BR 116;1030;;CENTRO;25906-567;GNV;03/07/2023;4,464;3,898;R$ / m³;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA; 10000023000161 ;RODOVIA BR 116;1030;;CENTRO;25906-567;ETANOL;03/07/2023;4,269;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA;10.000.023/0001-61;RODOVIA BR 116;1030;;CENTRO;25906-567;GASOLINA ADITIVADA;03/07/2023;6,232;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RODOVIA BR 116;3348;;CENTRO;76162-536;GASOLINA ADITIVADA;03/07/2023;6,249;;R$ / litro;ALESAT
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RODOVIA BR 116;3348;;CENTRO;76162-536;DIESEL S10;03/07/2023;5,954;;R$ / litro;ALESAT
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RODOVIA BR 116;3348;;CENTRO;76162-536;GNV;03/07/2023;4,435;;R$ / m³;ALESAT
S;RS;PORTO ALEGRE;AUTO POSTO 025 LTDA; 10000025000175 ;AVENIDA PAULISTA;3089;;CENTRO;42406-960;DIESEL S10;03/07/2023;6,446;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 025 LTDA; 10000025000175 ;AVENIDA PAULISTA;3089;;CENTRO;42406-960;GASOLINA ADITIVADA;03/07/2023;6,227;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 025 LTDA;10.000.025/0001-75;AVENIDA PAULISTA;3089;;CENTRO;42406-960;GNV;03/07/2023;4,643;;R$ / m³;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA; 10.000.026/0001-82;RUA QUINZE DE NOVEMBRO;327;;CENTRO;47450-340;ETANOL;03/07/2023;3,908;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA;10.000.026/0001-82;RUA QUINZE DE NOVEMBRO;327;;CENTRO;47450-340;GASOLINA;03/07/2023;6,365;;R$ / litro;IPIRANGA
S;RS;porto alegre;AUTO POSTO 026 LTDA;10.000.026/0001-82;RUA QUINZE DE NOVEMBRO;327;;CENTRO;47450-340;DIESEL S10;03/07/2023;5,856;5,440;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 027 LTDA;10.000.027/0001-89;RUA DAS FLORES;957;;CENTRO;60205-810;GASOLINA ADITIVADA;03/07/2023;6,195;;R$ / litro;VIBRA
S;RS;PORTO ALEGRE;AUTO POSTO 027 LTDA;10.000.027/0001-89;RUA DAS FLORES;957;;CENTRO;60205-810;GASOLINA;03/07/2023;5,605;;R$ / litro;VIBRA
S;RS;PORTO ALEGRE;AUTO POSTO 027 LTDA;10.000.027/0001-89;RUA DAS FLORES;957;;CENTRO;60205-810;GNV;03/07/2023;4,310;;R$ / m³;VIBRA
S;RS;PORTO ALEGRE;AUTO POSTO 028 LTDA;10.000.028/0001-96;RUA QUINZE DE NOVEMBRO;1365;;CENTRO;81121-577;GASOLINA ADITIVADA;03/07/2023;6,198;5,354;R$ / litro;RAIZEN
S;RS;PORTO ALEGRE;AUTO POSTO 028 LTDA;10.000.028/0001-96;RUA QUINZE DE NOVEMBRO;1365;;CENTRO;81121-577;DIESEL S10;03/07/2023;6,620;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 029 LTDA;10.000.029/0001-03;RUA QUINZE DE NOVEMBRO;3716;;CENTRO;86556-812;DIESEL S10;03/07/2023;6,297;5,638;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 029 LTDA; 10.000.029/0001-03;RUA QUINZE DE NOVEMBRO;3716;;CENTRO;86556-812;GNV;03/07/2023;4,658;;R$ / m³;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA;10.000.030/0001-10;AVENIDA PAULISTA;1233;;CENTRO;61116-973;GNV;03/07/2023;4,690;;R$ / m³;RAIZEN
S;RS;CAXIAS DO SUL  ;AUTO POSTO 031 LTDA; 10.000.031/0001-17;RUA DAS FLORES;1127;;CENTRO;67125-597;ETANOL;03/07/2023;3,695;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 031 LTDA; 10000031000117 ;RUA DAS FLORES;1127;;CENTRO;67125-597;DIESEL S10;03/07/2023;5,909;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 031 LTDA;10.000.031/0001-17;RUA DAS FLORES;1127;;CENTRO;67125-597;GNV;03/07/2023;4,630;;R$ / m³;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO 032 LTDA; 10000032000124 ;RUA DAS FLORES;3452;;CENTRO;71261-230;GASOLINA;03/07/2023;5,758;5,058;R$ / litro;ALESAT
S;RS;CAXIAS DO SUL;AUTO POSTO 032 LTDA;10.000.032/0001-24;RUA DAS FLORES;3452;;CENTRO;71261-230;DIESEL S10;03/07/2023;6,556;;R$ / litro;ALESAT
NE;BA;SALVADOR;AUTO POSTO 033 LTDA; 10.000.033/0001-31;RODOVIA BR 116;2725;;CENTRO;13552-185;GASOLINA ADITIVADA;03/07/2023;6,443;;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO 034 LTDA; 10.000.034/0001-38;AVENIDA BRASIL;1075;;CENTRO;59689-435;ETANOL;03/07/2023;4,071;;R$ / litro;VIBRA
NE;BA;SALVADOR;AUTO POSTO 034 LTDA; 10000034000138 ;AVENIDA BRASIL;1075;;CENTRO;59689-435;GNV;03/07/2023;5,068;;R$ / m³;VIBRA
NE;BA;SALVADOR;AUTO POSTO 034 LTDA; 10.000.034/0001-38;AVENIDA BRASIL;1075;;CENTRO;59689-435;GASOLINA ADITIVADA;03/07/2023;5,664;;R$ / litro;VIBRA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA;10.000.035/0001-45;AVENIDA PAULISTA;3090;;CENTRO;65255-358;GASOLINA;03/07/2023;5,685;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA;10.000.035/0001-45;AVENIDA PAULISTA;3090;;CENTRO;65255-358;GNV;03/07/2023;5,007;;R$ / m³;BRANCA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA;10.000.035/0001-45;AVENIDA PAULISTA;3090;;CENTRO;65255-358;GASOLINA ADITIVADA;03/07/2023;6,220;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 036 LTDA;10.000.036/0001-52;RUA DAS FLORES;2672;;CENTRO;18993-899;GASOLINA ADITIVADA;03/07/2023;5,750;6,210;R$ / litro;BRANCA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 037 LTDA;10.000.037/0001-59;AVENIDA BRASIL;2554;;CENTRO;29973-344;GASOLINA;03/07/2023;6,121;5,373;R$ / litro;VIBRA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 037 LTDA; 10.000.037/0001-59;AVENIDA BRASIL;2554;;CENTRO;29973-344;GASOLINA ADITIVADA;03/07/2023;6,405;;R$ / litro;VIBRA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 038 LTDA;10.000.038/0001-66;AVENIDA PAULISTA;3151;;CENTRO;58351-271;GASOLINA ADITIVADA;03/07/2023;5,849;;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 038 LTDA; 10.000.038/0001-66;AVENIDA PAULISTA;3151;;CENTRO;58351-271;DIESEL S10;03/07/2023;6,037;;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 039 LTDA; 10000039000173 ;AVENIDA BRASIL;2380;;CENTRO;13365-419;DIESEL S10;03/07/2023;6,380;5,486;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA  ;AUTO POSTO 039 LTDA; 10.000.039/0001-73;AVENIDA BRASIL;2380;;CENTRO;13365-419;GNV;03/07/2023;4,489;3,972;R$ / m³;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 039 LTDA;10.000.039/0001-73;AVENIDA BRASIL;2380;;CENTRO;13365-419;ETANOL;03/07/2023;3,850;;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA  ;AUTO POSTO 040 LTDA;10.000.040/0001-80;RUA DAS FLORES;321;;CENTRO;87607-807;ETANOL;03/07/2023;4,321;;R$ / litro;VIBRA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 040 LTDA; 10000040000180 ;RUA DAS FLORES;321;;CENTRO;87607-807;GASOLINA;03/07/2023;5,618;;R$ / litro;VIBRA
N;AM;MANAUS;AUTO POSTO 041 LTDA; 10000041000187 ;RODOVIA BR 116;3215;;CENTRO;15383-455;ETANOL;03/07/2023;4,282;;R$ / litro;ALESAT
N;AM;MANAUS;AUTO POSTO 041 LTDA; 10000041000187 ;RODOVIA BR 116;3215;;CENTRO;15383-455;GNV;03/07/2023;4,724;4,100;R$ / m³;ALESAT
N;AM;MANAUS;AUTO POSTO 042 LTDA;10.000.042/0001-94;AVENIDA PAULISTA;61;;CENTRO;65057-942;DIESEL S10;03/07/2023;5,884;;R$ / litro;RAIZEN
N;AM;MANAUS;AUTO POSTO 042 LTDA; 10.000.042/0001-94;AVENIDA PAULISTA;61;;CENTRO;65057-942;ETANOL;03/07/2023;3,656;;R$ / litro;RAIZEN
N;AM;MANAUS;AUTO POSTO 043 LTDA;10.000.043/0001-01;RUA QUINZE DE NOVEMBRO;2907;;CENTRO;30052-545;GNV;03/07/2023;4,346;3,886;R$ / m³;VIBRA
N;AM;MANAUS;AUTO POSTO 043 LTDA;10.000.043/0001-01;RUA QUINZE DE NOVEMBRO;2907;;CENTRO;30052-545;ETANOL;03/07/2023;4,437;;R$ / litro;VIBRA
N;AM;MANAUS;AUTO POSTO 043 LTDA; 10000043000101 ;RUA QUINZE DE NOVEMBRO;2907;;CENTRO;30052-545;DIESEL S10;03/07/2023;6,549;;R$ / litro;VIBRA
N;AM;MANAUS;AUTO POSTO 044 LTDA; 10.000.044/0001-08;RODOVIA BR 116;3182;;CENTRO;73372-576;GNV;03/07/2023;5,064;;R$ / m³;RAIZEN
N;AM;MANAUS  ;AUTO POSTO 044 LTDA;10.000.044/0001-08;RODOVIA BR 116;3182;;CENTRO;73372-576;ETANOL;03/07/2023;3,658;3,225;R$ / litro;RAIZEN
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 045 LTDA;10.000.045/0001-15;RUA DAS FLORES;3412;;CENTRO;21359-385;DIESEL S10;03/07/2023;6,477;;R$ / litro;RAIZEN
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 045 LTDA;10.000.045/0001-15;RUA DAS FLORES;3412;;CENTRO;21359-385;GNV;03/07/2023;4,650;;R$ / m³;RAIZEN
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 046 LTDA; 10000046000122 ;AVENIDA PAULISTA;127;;CENTRO;74789-971;DIESEL S10;03/07/2023;6,352;;R$ / litro;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 046 LTDA; 10.000.046/0001-22;AVENIDA PAULISTA;127;;CENTRO;74789-971;GASOLINA ADITIVADA;03/07/2023;6,631;5,956;R$ / litro;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 047 LTDA;10.000.047/0001-29;AVENIDA PAULISTA;3277;;CENTRO;43862-448;GASOLINA;03/07/2023;5,700;;R$ / litro;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 047 LTDA;10.000.047/0001-29;AVENIDA PAULISTA;3277;;CENTRO;43862-448;GNV;03/07/2023;4,989;;R$ / m³;IPIRANGA
SE;SP;SÃO JOSÉ DOS CAMPOS;AUTO POSTO 048 LTDA;10.000.048/0001-36;RUA DAS FLORES;360;;CENTRO;41635-837;ETANOL;03/07/2023;3,633;;R$ / litro;RAIZEN
SE;RJ;NITERÓI;AUTO POSTO 049 LTDA; 10000049000143 ;RUA QUINZE DE NOVEMBRO;2655;;CENTRO;74332-558;ETANOL;03/07/2023;3,368;;R$ / litro;BRANCA
SE;RJ;NITERÓI;AUTO POSTO 050 LTDA; 10.000.050/0001-50;RUA QUINZE DE NOVEMBRO;2843;;CENTRO;41890-413;DIESEL S10;03/07/2023;6,695;;R$ / litro;ALESAT
SE;RJ;NITERÓI;AUTO POSTO 050 LTDA;10.000.050/0001-50;RUA QUINZE DE NOVEMBRO;2843;;CENTRO;41890-413;ETANOL;03/07/2023;4,040;;R$ / litro;ALESAT
SE;RJ;NITERÓI;AUTO POSTO 050 LTDA;10.000.050/0001-50;RUA QUINZE DE NOVEMBRO;2843;;CENTRO;41890-413;GASOLINA ADITIVADA;03/07/2023;6,596;5,995;R$ / litro;ALESAT
SE;RJ;NITERÓI;AUTO POSTO 051 LTDA;10.000.051/0001-57;RODOVIA BR 116;1364;;CENTRO;56112-819;ETANOL;03/07/2023;3,300;;R$ / litro;RAIZEN
SE;RJ;NITERÓI;AUTO POSTO 051 LTDA;10.000.051/0001-57;RODOVIA BR 116;1364;;CENTRO;56112-819;GNV;03/07/2023;4,862;;R$ / m³;RAIZEN
SE;RJ;NITERÓI;AUTO POSTO 051 LTDA;10.000.051/0001-57;RODOVIA BR 116;1364;;CENTRO;56112-819;GASOLINA;03/07/2023;5,478;;R$ / litro;RAIZEN
SE;RJ;NITERÓI;AUTO POSTO 052 LTDA;10.000.052/0001-64;AVENIDA BRASIL;2964;;CENTRO;35242-423;GNV;03/07/2023;4,921;4,295;R$ / m³;BRANCA
SE;RJ;NITERÓI;AUTO POSTO 052 LTDA; 10.000.052/0001-64;AVENIDA BRASIL;2964;;CENTRO;35242-423;GASOLINA ADITIVADA;03/07/2023;6,378;;R$ / litro;BRANCA
SE;RJ;NITERÓI;AUTO POSTO 052 LTDA; 10000052000164 ;AVENIDA BRASIL;2964;;CENTRO;35242-423;GASOLINA;03/07/2023;6,294;5,671;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 001 LTDA; 10.000.001/0001-07;AVENIDA BRASIL;2608;;CENTRO;65518-949;GASOLINA;17/07/2023;6,156;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;AUTO POSTO 001 LTDA;10.000.001/0001-07;AVENIDA BRASIL;2608;;CENTRO;65518-949;ETANOL;17/07/2023;4,242;3,659;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;AUTO POSTO 002 LTDA;10.000.002/0001-14;RUA DAS FLORES;2619;;CENTRO;44335-265;DIESEL S10;17/07/2023;6,583;;R$ / litro;RAIZEN
SE;SP;sao paulo;AUTO POSTO 002 LTDA;10.000.002/0001-14;RUA DAS FLORES;2619;;CENTRO;44335-265;GASOLINA;17/07/2023;6,214;5,729;R$ / litro;RAIZEN
SE;SP;SAO PAULO;AUTO POSTO 002 LTDA;10.000.002/0001-14;RUA DAS FLORES;2619;;CENTRO;44335-265;GNV;17/07/2023;4,615;4,032;R$ / m³;RAIZEN
SE;SP;sao paulo;AUTO POSTO 003 LTDA; 10.000.003/0001-21;AVENIDA BRASIL;3880;;CENTRO;29536-658;GNV;17/07/2023;4,991;4,321;R$ / m³;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 003 LTDA;10.000.003/0001-21;AVENIDA BRASIL;3880;;CENTRO;29536-658;GASOLINA ADITIVADA;17/07/2023;6,385;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 003 LTDA;10.000.003/0001-21;AVENIDA BRASIL;3880;;CENTRO;29536-658;DIESEL S10;17/07/2023;6,082;;R$ / litro;BRANCA
