Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;CAMPINAS;AUTO POSTO 011 LTDA;10.000.011/0001-77;RUA DAS FLORES;3376;;CENTRO;14207-924;GASOLINA;03/01/2024;5,426;4,853;R$ / litro;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 011 LTDA;10.000.011/0001-77;RUA DAS FLORES;3376;;CENTRO;14207-924;DIESEL S10;03/01/2024;5,914;5,237;R$ / litro;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 012 LTDA; 10.000.012/0001-84;RODOVIA BR 116;3599;;CENTRO;51245-317;DIESEL S10;03/01/2024;6,245;;R$ / litro;RAIZEN
SE;SP;CAMPINAS;AUTO POSTO 012 LTDA; 10.000.012/0001-84;RODOVIA BR 116;3599;;CENTRO;51245-317;GASOLINA ADITIVADA;03/01/2024;6,454;;R$ / litro;RAIZEN
SE;SP;CAMPINAS;AUTO POSTO 012 LTDA; 10000012000184 ;RODOVIA BR 116;3599;;CENTRO;51245-317;GNV;03/01/2024;4,346;3,706;R$ / m³;RAIZEN
SE;RJ;RIO DE JANEIRO;AUTO POSTO 013 LTDA;10.000.013/0001-91;RUA DAS FLORES;1020;;CENTRO;83579-651;GNV;03/01/2024;4,676;4,209;R$ / m³;IPIRANGA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 013 LTDA; 10.000.013/0001-91;RUA DAS FLORES;1020;;CENTRO;83579-651;DIESEL S10;03/01/2024;6,230;;R$ / litro;IPIRANGA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 013 LTDA; 10000013000191 ;RUA DAS FLORES;1020;;CENTRO;83579-651;ETANOL;03/01/2024;3,393;2,887;R$ / litro;IPIRANGA
SE;RJ;RIO DE JANEIRO;AUTO POSTO 014 LTDA;10.000.014/0001-98;RUA QUINZE DE NOVEMBRO;1492;;CENTRO;38746-241;GASOLINA;03/01/2024;6,010;;R$ / litro;ALESAT
SE;RJ;RIO DE JANEIRO  ;AUTO POSTO 014 LTDA; 10.000.014/0001-98;RUA QUINZE DE NOVEMBRO;1492;;CENTRO;38746-241;GNV;03/01/2024;4,477;;R$ / m³;ALESAT
SE;RJ;RIO DE JANEIRO;AUTO POSTO 014 LTDA;10.000.014/0001-98;RUA QUINZE DE NOVEMBRO;1492;;CENTRO;38746-241;DIESEL S10;03/01/2024;6,184;;R$ / litro;ALESAT
SE;RJ;RIO DE JANEIRO  ;AUTO POSTO 015 LTDA; 10.000.015/0001-05;RUA DAS FLORES;2580;;CENTRO;30969-911;GASOLINA;03/01/2024;5,805;;R$ / litro;RAIZEN
SE;RJ;RIO DE JANEIRO;AUTO POSTO 015 LTDA; 10.000.015/0001-05;RUA DAS FLORES;2580;;CENTRO;30969-911;DIESEL S10;03/01/2024;6,816;6,240;R$ / litro;RAIZEN
SE;RJ;RIO DE JANEIRO;AUTO POSTO 015 LTDA;10.000.015/0001-05;RUA DAS FLORES;2580;;CENTRO;30969-911;GASOLINA ADITIVADA;03/01/2024;6,184;;R$ / litro;RAIZEN
SE;RJ;RIO DE JANEIRO;AUTO POSTO 016 LTDA;10.000.016/0001-12;RODOVIA BR 116;1927;;CENTRO;79352-357;GASOLINA;03/01/2024;6,068;;R$ / litro;ALESAT
SE;RJ;RIO DE JANEIRO;AUTO POSTO 016 LTDA; 10000016000112 ;RODOVIA BR 116;1927;;CENTRO;79352-357;ETANOL;03/01/2024;3,288;2,979;R$ / litro;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 017 LTDA; 10000017000119 ;AVENIDA PAULISTA;466;;CENTRO;48469-545;GASOLINA;03/01/2024;6,328;;R$ / litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 017 LTDA;10.000.017/0001-19;AVENIDA PAULISTA;466;;CENTRO;48469-545;ETANOL;03/01/2024;3,337;;R$ / litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 017 LTDA; 10000017000119 ;AVENIDA PAULISTA;466;;CENTRO;48469-545;DIESEL S10;03/01/2024;6,815;5,878;R$ / litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO 018 LTDA; 10.000.018/0001-26;RUA DAS FLORES;2089;;CENTRO;23947-991;GASOLINA ADITIVADA;03/01/2024;6,217;;R$ / litro;IPIRANGA
SE;MG;BELO HORIZONTE;AUTO POSTO 018 LTDA; 10000018000126 ;RUA DAS FLORES;2089;;CENTRO;23947-991;GASOLINA;03/01/2024;5,715;;R$ / litro;IPIRANGA
SE;MG;BELO HORIZONTE;AUTO POSTO 019 LTDA; 10.000.019/0001-33;AVENIDA PAULISTA;3133;;CENTRO;31174-652;GNV;03/01/2024;4,691;;R$ / m³;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 019 LTDA; 10000019000133 ;AVENIDA PAULISTA;3133;;CENTRO;31174-652;ETANOL;03/01/2024;4,258;;R$ / litro;ALESAT
SE;MG;BELO HORIZONTE;AUTO POSTO 020 LTDA;10.000.020/0001-40;RUA QUINZE DE NOVEMBRO;89;;CENTRO;24662-471;GASOLINA;03/01/2024;5,524;;R$ / litro;IPIRANGA
SE;MG;BELO HORIZONTE;AUTO POSTO 020 LTDA; 10000020000140 ;RUA QUINZE DE NOVEMBRO;89;;CENTRO;24662-471;GASOLINA ADITIVADA;03/01/2024;6,175;;R$ / litro;IPIRANGA
SE;MG;UBERLANDIA;AUTO POSTO 021 LTDA; 10000021000147 ;RODOVIA BR 116;3888;;CENTRO;20322-187;GNV;03/01/2024;4,390;4,015;R$ / m³;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 021 LTDA;10.000.021/0001-47;RODOVIA BR 116;3888;;CENTRO;20322-187;GASOLINA ADITIVADA;03/01/2024;6,432;;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA;10.000.022/0001-54;RUA DAS FLORES;2712;;CENTRO;72296-662;GNV;03/01/2024;4,327;;R$ / m³;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA;10.000.022/0001-54;RUA DAS FLORES;2712;;CENTRO;72296-662;DIESEL S10;03/01/2024;6,462;5,558;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 022 LTDA; 10.000.022/0001-54;RUA DAS FLORES;2712;;CENTRO;72296-662;GASOLINA;03/01/2024;5,729;5,262;R$ / litro;VIBRA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA;10.000.023/0001-61;RODOVIA BR 116;3103;;CENTRO;36365-830;ETANOL;03/01/2024;4,309;;R$ / litro;IPIRANGA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA;10.000.023/0001-61;RODOVIA BR 116;3103;;CENTRO;36365-830;DIESEL S10;03/01/2024;6,401;;R$ / litro;IPIRANGA
SE;MG;UBERLANDIA;AUTO POSTO 023 LTDA; 10.000.023/0001-61;RODOVIA BR 116;3103;;CENTRO;36365-830;GNV;03/01/2024;4,853;4,261;R$ / m³;IPIRANGA
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RUA QUINZE DE NOVEMBRO;505;;CENTRO;42493-330;GASOLINA;03/01/2024;5,453;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RUA QUINZE DE NOVEMBRO;505;;CENTRO;42493-330;GASOLINA ADITIVADA;03/01/2024;5,809;5,375;R$ / litro;BRANCA
SE;MG;UBERLANDIA;AUTO POSTO 024 LTDA;10.000.024/0001-68;RUA QUINZE DE NOVEMBRO;505;;CENTRO;42493-330;ETANOL;03/01/2024;3,650;3,203;R$ / litro;BRANCA
S;RS;PORTO ALEGRE;AUTO POSTO 025 LTDA; 10000025000175 ;RUA DAS FLORES;39;;CENTRO;19305-824;GASOLINA;03/01/2024;6,341;5,350;R$ / litro;BRANCA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA; 10000026000182 ;AVENIDA PAULISTA;300;;CENTRO;77391-343;DIESEL S10;03/01/2024;6,325;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA;10.000.026/0001-82;AVENIDA PAULISTA;300;;CENTRO;77391-343;GASOLINA ADITIVADA;03/01/2024;5,579;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE;AUTO POSTO 026 LTDA; 10000026000182 ;AVENIDA PAULISTA;300;;CENTRO;77391-343;ETANOL;03/01/2024;4,087;;R$ / litro;IPIRANGA
S;RS;PORTO ALEGRE  ;AUTO POSTO 027 LTDA; 10.000.027/0001-89;RUA DAS FLORES;2972;;CENTRO;84847-690;DIESEL S10;03/01/2024;6,404;5,447;R$ / litro;RAIZEN
S;RS;PORTO ALEGRE;AUTO POSTO 027 LTDA; 10.000.027/0001-89;RUA DAS FLORES;2972;;CENTRO;84847-690;GNV;03/01/2024;4,394;;R$ / m³;RAIZEN
S;RS;PORTO ALEGRE;AUTO POSTO 028 LTDA;10.000.028/0001-96;RUA DAS FLORES;396;;CENTRO;22704-774;GNV;03/01/2024;4,613;;R$ / m³;RAIZEN
S;RS;PORTO ALEGRE;AUTO POSTO 028 LTDA;10.000.028/0001-96;RUA DAS FLORES;396;;CENTRO;22704-774;GASOLINA ADITIVADA;03/01/2024;6,640;6,008;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL  ;AUTO POSTO 029 LTDA;10.000.029/0001-03;AVENIDA BRASIL;2768;;CENTRO;22899-162;ETANOL;03/01/2024;4,498;3,939;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 029 LTDA;10.000.029/0001-03;AVENIDA BRASIL;2768;;CENTRO;22899-162;GASOLINA;03/01/2024;5,575;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 029 LTDA; 10.000.029/0001-03;AVENIDA BRASIL;2768;;CENTRO;22899-162;DIESEL S10;03/01/2024;6,787;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA; 10.000.030/0001-10;RUA DAS FLORES;789;;CENTRO;80292-559;GASOLINA ADITIVADA;03/01/2024;6,408;5,760;R$ / litro;VIBRA
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA;10.000.030/0001-10;RUA DAS FLORES;789;;CENTRO;80292-559;ETANOL;03/01/2024;3,270;;R$ / litro;VIBRA
S;RS;CAXIAS DO SUL;AUTO POSTO 030 LTDA; 10.000.030/0001-10;RUA DAS FLORES;789;;CENTRO;80292-559;GNV;03/01/2024;4,278;;R$ / m³;VIBRA
S;RS;CAXIAS DO SUL;AUTO POSTO 031 LTDA; 10.000.031/0001-17;RUA DAS FLORES;3591;;CENTRO;19880-553;GASOLINA;03/01/2024;6,116;5,342;R$ / litro;ALESAT
S;RS;CAXIAS DO SUL;AUTO POSTO 031 LTDA;10.000.031/0001-17;RUA DAS FLORES;3591;;CENTRO;19880-553;GNV;03/01/2024;4,898;;R$ / m³;ALESAT
S;RS;CAXIAS DO SUL;AUTO POSTO 032 LTDA; 10000032000124 ;AVENIDA BRASIL;3804;;CENTRO;40982-270;DIESEL S10;03/01/2024;6,720;6,001;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 032 LTDA;10.000.032/0001-24;AVENIDA BRASIL;3804;;CENTRO;40982-270;GASOLINA ADITIVADA;03/01/2024;5,857;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;AUTO POSTO 032 LTDA; 10000032000124 ;AVENIDA BRASIL;3804;;CENTRO;40982-270;GNV;03/01/2024;4,644;4,060;R$ / m³;RAIZEN
NE;BA;SALVADOR;AUTO POSTO 033 LTDA; 10.000.033/0001-31;AVENIDA BRASIL;684;;CENTRO;59672-102;DIESEL S10;03/01/2024;5,834;;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO 033 LTDA; 10.000.033/0001-31;AVENIDA BRASIL;684;;CENTRO;59672-102;ETANOL;03/01/2024;4,400;;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO 033 LTDA;10.000.033/0001-31;AVENIDA BRASIL;684;;CENTRO;59672-102;GASOLINA ADITIVADA;03/01/2024;5,925;;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO 034 LTDA;10.000.034/0001-38;RODOVIA BR 116;2721;;CENTRO;73788-258;GASOLINA ADITIVADA;03/01/2024;6,438;;R$ / litro;VIBRA
NE;BA;SALVADOR;AUTO POSTO 034 LTDA; 10.000.034/0001-38;RODOVIA BR 116;2721;;CENTRO;73788-258;GASOLINA;03/01/2024;6,244;;R$ / litro;VIBRA
NE;BA;SALVADOR;AUTO POSTO 034 LTDA; 10.000.034/0001-38;RODOVIA BR 116;2721;;CENTRO;73788-258;ETANOL;03/01/2024;3,411;3,094;R$ / litro;VIBRA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA;10.000.035/0001-45;RODOVIA BR 116;259;;CENTRO;51104-158;DIESEL S10;03/01/2024;6,109;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA; 10.000.035/0001-45;RODOVIA BR 116;259;;CENTRO;51104-158;GASOLINA ADITIVADA;03/01/2024;5,921;5,302;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 035 LTDA;10.000.035/0001-45;RODOVIA BR 116;259;;CENTRO;51104-158;GASOLINA;03/01/2024;5,437;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO 036 LTDA;10.000.036/0001-52;RODOVIA BR 116;338;;CENTRO;34356-170;GASOLINA ADITIVADA;03/01/2024;6,038;5,077;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 037 LTDA;10.000.037/0001-59;AVENIDA BRASIL;3866;;CENTRO;84668-352;GASOLINA;03/01/2024;5,749;;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 037 LTDA;10.000.037/0001-59;AVENIDA BRASIL;3866;;CENTRO;84668-352;GASOLINA ADITIVADA;03/01/2024;6,034;5,496;R$ / litro;ALESAT
NE;BA;FEIRA DE SANTANA;AUTO POSTO 038 LTDA;10.000.038/0001-66;RODOVIA BR 116;2325;;CENTRO;78522-423;ETANOL;03/01/2024;4,019;3,599;R$ / litro;IPIRANGA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 039 LTDA;10.000.039/0001-73;AVENIDA PAULISTA;1631;;CENTRO;27154-787;ETANOL;03/01/2024;4,437;4,792;R$ / litro;IPIRANGA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 039 LTDA;10.000.039/0001-73;AVENIDA PAULISTA;1631;;CENTRO;27154-787;GASOLINA;03/01/2024;0,000;;R$ / litro;IPIRANGA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 039 LTDA; 10.000.039/0001-73;AVENIDA PAULISTA;1631;;CENTRO;27154-787;DIESEL S10;03/01/2024;6,427;;R$ / litro;IPIRANGA
NE;BA;FEIRA DE SANTANA  ;AUTO POSTO 040 LTDA; 10.000.040/0001-80;RUA QUINZE DE NOVEMBRO;2554;;CENTRO;83792-202;GASOLINA ADITIVADA;03/01/2024;5,918;;R$ / litro;BRANCA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 040 LTDA; 10.000.040/0001-80;RUA QUINZE DE NOVEMBRO;2554;;CENTRO;83792-202;ETANOL;03/01/2024;4,008;3,383;R$ / litro;BRANCA
NE;BA;FEIRA DE SANTANA;AUTO POSTO 040 LTDA;10.000.040/0001-80;RUA QUINZE DE NOVEMBRO;2554;;CENTRO;83792-202;GASOLINA;03/01/2024;5,417;4,703;R$ / litro;BRANCA
N;AM;MANAUS;AUTO POSTO 041 LTDA; 10.000.041/0001-87;AVENIDA PAULISTA;3618;;CENTRO;19016-350;GASOLINA ADITIVADA;03/01/2024;6,584;5,876;R$ / litro;IPIRANGA
N;AM;MANAUS;AUTO POSTO 041 LTDA;10.000.041/0001-87;AVENIDA PAULISTA;3618;;CENTRO;19016-350;DIESEL S10;03/01/2024;6,851;;R$ / litro;IPIRANGA
N;AM;MANAUS;AUTO POSTO 041 LTDA; 10000041000187 ;AVENIDA PAULISTA;3618;;CENTRO;19016-350;ETANOL;03/01/2024;3,901;3,585;R$ / litro;IPIRANGA
N;AM;MANAUS;AUTO POSTO 042 LTDA; 10000042000194 ;AVENIDA PAULISTA;2515;;CENTRO;79329-108;GASOLINA;03/01/2024;5,649;5,038;R$ / litro;ALESAT
N;AM;MANAUS;AUTO POSTO 042 LTDA; 10.000.042/0001-94;AVENIDA PAULISTA;2515;;CENTRO;79329-108;GASOLINA ADITIVADA;03/01/2024;5,804;5,383;R$ / litro;ALESAT
N;AM;MANAUS;AUTO POSTO 042 LTDA; 10000042000194 ;AVENIDA PAULISTA;2515;;CENTRO;79329-108;DIESEL S10;03/01/2024;6,198;5,488;R$ / litro;ALESAT
N;AM;MANAUS;AUTO POSTO 043 LTDA;10.000.043/0001-01;AVENIDA BRASIL;3654;;CENTRO;24029-860;ETANOL;03/01/2024;3,784;;R$ / litro;ALESAT
N;AM;MANAUS;AUTO POSTO 043 LTDA;10.000.043/0001-01;AVENIDA BRASIL;3654;;CENTRO;24029-860;GNV;03/01/2024;5,126;4,725;R$ / m³;ALESAT
N;AM;MANAUS;AUTO POSTO 044 LTDA; 10.000.044/0001-08;RODOVIA BR 116;872;;CENTRO;54942-308;DIESEL S10;03/01/2024;6,675;5,678;R$ / litro;IPIRANGA
N;AM;MANAUS;AUTO POSTO 044 LTDA;10.000.044/0001-08;RODOVIA BR 116;872;;CENTRO;54942-308;ETANOL;03/01/2024;3,949;;R$ / litro;IPIRANGA
N;AM;MANAUS;AUTO POSTO 044 LTDA; 10000044000108 ;RODOVIA BR 116;872;;CENTRO;54942-308;GASOLINA;03/01/2024;5,317;4,592;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;AUTO POSTO 001 LTDA;10.000.001/0001-07;AVENIDA BRASIL;112;;CENTRO;46048-350;GASOLINA;17/01/2024;5,439;4,780;R$ / litro;VIBRA
SE;SP;SAO PAULO;AUTO POSTO 001 LTDA;10.000.001/0001-07;AVENIDA BRASIL;112;;CENTRO;46048-350;GNV;17/01/2024;4,715;;R$ / m³;VIBRA
SE;SP;SAO PAULO;AUTO POSTO 002 LTDA;10.000.002/0001-14;RODOVIA BR 116;1738;;CENTRO;14165-130;GASOLINA ADITIVADA;17/01/2024;5,993;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO 002 LTDA; 10.000.002/0001-14;RODOVIA BR 116;1738;;CENTRO;14165-130;GASOLINA;17/01/2024;5,951;;R$ / litro;BRANCA
SE;SP;SAO PAULO  ;AUTO POSTO 003 LTDA; 10.000.003/0001-21;RODOVIA BR 116;824;;CENTRO;81426-529;GNV;17/01/2024;4,941;;R$ / m³;VIBRA
SE;SP;SAO PAULO;AUTO POSTO 003 LTDA;10.000.003/0001-21;RODOVIA BR 116;824;;CENTRO;81426-529;ETANOL;17/01/2024;4,141;;R$ / litro;VIBRA
SE;SP;SAO PAULO;AUTO POSTO 003 LTDA;10.000.003/0001-21;RODOVIA BR 116;824;;CENTRO;81426-529;GASOLINA;17/01/2024;6,285;;R$ / litro;VIBRA
SE;SP;SAO PAULO;AUTO POSTO 004 LTDA; 10000004000128 ;RUA DAS FLORES;2869;;CENTRO;65392-448;GASOLINA ADITIVADA;17/01/2024;5,902;5,341;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;AUTO POSTO 004 LTDA;10.000.004/0001-28;RUA DAS FLORES;2869;;CENTRO;65392-448;ETANOL;17/01/2024;3,587;3,195;R$ / litro;IPIRANGA
SE;SP;GUARULHOS;AUTO POSTO 005 LTDA; 10000005000135 ;AVENIDA BRASIL;389;;CENTRO;59797-199;GNV;17/01/2024;4,485;4,073;R$ / m³;IPIRANGA
SE;SP;GUARULHOS  ;AUTO POSTO 005 LTDA; 10.000.005/0001-35;AVENIDA BRASIL;389;;CENTRO;59797-199;ETANOL;17/01/2024;3,329;2,832;R$ / litro;IPIRANGA
SE;SP;GUARULHOS;AUTO POSTO 005 LTDA;10.000.005/0001-35;AVENIDA BRASIL;389;;CENTRO;59797-199;GASOLINA;17/01/2024;5,617;;R$ / litro;IPIRANGA
SE;SP;GUARULHOS;AUTO POSTO 006 LTDA;10.000.006/0001-42;RUA QUINZE DE NOVEMBRO;2206;;CENTRO;26361-487;ETANOL;17/01/2024;4,066;3,491;R$ / litro;BRANCA
SE;SP;GUARULHOS;AUTO POSTO 006 LTDA;10.000.006/0001-42;RUA QUINZE DE NOVEMBRO;2206;;CENTRO;26361-487;GNV;17/01/2024;4,798;4,415;R$ / m³;BRANCA
SE;SP;GUARULHOS;AUTO POSTO 006 LTDA; 10000006000142 ;RUA QUINZE DE NOVEMBRO;2206;;CENTRO;26361-487;DIESEL S10;17/01/2024;6,716;5,764;R$ / litro;BRANCA
SE;SP;GUARULHOS;AUTO POSTO 007 LTDA; 10000007000149 ;RUA DAS FLORES;2895;;CENTRO;19116-146;GASOLINA;17/01/2024;5,873;;R$ / litro;VIBRA
SE;SP;GUARULHOS;AUTO POSTO 007 LTDA;10.000.007/0001-49;RUA DAS FLORES;2895;;CENTRO;19116-146;GASOLINA ADITIVADA;17/01/2024;6,039;;R$ / litro;VIBRA
SE;SP;GUARULHOS;AUTO POSTO 007 LTDA; 10.000.007/0001-49;RUA DAS FLORES;2895;;CENTRO;19116-146;GNV;17/01/2024;4,932;4,300;R$ / m³;VIBRA
SE;SP;GUARULHOS;AUTO POSTO 008 LTDA; 10.000.008/0001-56;RUA QUINZE DE NOVEMBRO;1148;;CENTRO;69429-750;GNV;17/01/2024;4,357;3,838;R$ / m³;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO 009 LTDA;10.000.009/0001-63;RUA DAS FLORES;2755;;CENTRO;44993-818;GASOLINA ADITIVADA;17/01/2024;6,327;5,841;R$ / litro;BRANCA
SE;SP;CAMPINAS;AUTO POSTO 009 LTDA; 10.000.009/0001-63;RUA DAS FLORES;2755;;CENTRO;44993-818;GNV;17/01/2024;4,390;;R$ / m³;BRANCA
SE;SP;CAMPINAS;AUTO POSTO 009 LTDA;10.000.009/0001-63;RUA DAS FLORES;2755;;CENTRO;44993-818;GASOLINA;17/01/2024;5,571;;R$ / litro;BRANCA
SE;SP;CAMPINAS;AUTO POSTO 010 LTDA;10.000.010/0001-70;RUA QUINZE DE NOVEMBRO;1564;;CENTRO;45382-755;ETANOL;17/01/2024;3,545;3,237;R$ / litro;ALESAT
